ip,time,method,url,protocol,status
10.131.2.1,2017-12-01 19:02:05.075000,GET,/css/bootstrap.min.css,HTTP/1.1,200
10.130.2.1,2017-12-01 19:02:05.100000,GET,/css/normalize.css,HTTP/1.1,200
10.130.2.1,2017-12-01 19:02:05.125000,GET,/js/vendor/jquery-1.12.0.min.js,HTTP/1.1,200
10.128.2.1,2017-12-01 19:02:05.150000,GET,/css/main.css,HTTP/1.1,200
10.131.2.1,2017-12-01 19:02:05.175000,GET,/css/style.css,HTTP/1.1,200
10.131.0.1,2017-12-01 19:02:05.200000,GET,/js/vendor/modernizr-2.8.3.min.js,HTTP/1.1,200
10.128.2.1,2017-12-01 19:02:06.025000,GET,/bootstrap-3.3.7/js/bootstrap.min.js,HTTP/1.1,200
10.131.2.1,2017-12-01 19:02:13.025000,GET,/fonts/fontawesome-webfont.woff2?v=4.6.3,HTTP/1.1,200
10.130.2.1,2017-12-01 19:02:31.025000,GET,/fonts/fontawesome-webfont.woff2?v=4.6.3,HTTP/1.1,200
10.131.2.1,2017-12-01 19:02:36.025000,GET,/sign.php,HTTP/1.1,200
10.130.2.1,2017-12-01 19:02:49.025000,GET,/details.php?id=41,HTTP/1.1,200
10.131.2.1,2017-12-01 19:03:02.025000,POST,/action.php,HTTP/1.1,302
10.129.2.1,2017-12-01 19:03:04.025000,GET,/login.php,HTTP/1.1,200
10.129.2.1,2017-12-01 19:03:14.025000,POST,/process.php,HTTP/1.1,302
10.129.2.1,2017-12-01 19:03:15.025000,GET,/home.php,HTTP/1.1,200
10.130.2.1,2017-12-01 19:03:16.025000,GET,/js/vendor/moment.min.js,HTTP/1.1,200
10.128.2.1,2017-12-01 19:03:16.050000,GET,/bootstrap-3.3.7/js/bootstrap.js,HTTP/1.1,200
10.128.2.1,2017-12-01 19:03:34.025000,GET,/contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest,HTTP/1.1,200
10.131.2.1,2017-12-01 19:04:00.025000,GET,/archive.php,HTTP/1.1,200
10.129.2.1,2017-12-01 19:04:07.025000,GET,/archive.php,HTTP/1.1,200
10.129.2.1,2017-12-01 19:04:15.025000,GET,/archive.php?page=2,HTTP/1.1,200
10.131.2.1,2017-12-01 19:04:29.025000,GET,/description.php?id=67,HTTP/1.1,200
10.129.2.1,2017-12-01 19:04:41.025000,GET,/description.php?id=78,HTTP/1.1,200
10.129.2.1,2017-12-01 19:06:49.025000,GET,/submit.php?id=78,HTTP/1.1,200
10.131.2.1,2017-12-01 19:06:49.050000,GET,/submit.php,HTTP/1.0,302
10.129.2.1,2017-12-01 19:07:00.025000,POST,/pcompile.php,HTTP/1.1,200
10.131.2.1,2017-12-01 19:07:17.025000,GET,/submit.php?id=78,HTTP/1.1,200
10.131.2.1,2017-12-01 19:07:38.025000,POST,/pcompile.php,HTTP/1.1,200
10.131.2.1,2017-12-01 19:07:40.025000,POST,/allsubmission.php,HTTP/1.1,200
10.131.2.1,2017-12-01 19:07:54.025000,GET,/showcode.php?id=296&nm=bruce,HTTP/1.1,200
10.131.2.1,2017-12-01 19:08:16.025000,GET,/submit.php?id=78,HTTP/1.1,200
10.131.2.1,2017-12-01 19:08:20.025000,GET,/description.php?id=78,HTTP/1.1,200
10.131.2.1,2017-12-01 19:08:38.025000,GET,/archive.php,HTTP/1.1,200
10.131.2.1,2017-12-01 19:08:43.025000,GET,/archive.php?page=2,HTTP/1.1,200
10.131.0.1,2017-12-01 19:20:38.025000,GET,/,HTTP/1.1,302
10.131.0.1,2017-12-01 19:20:38.050000,GET,/login.php,HTTP/1.1,200
10.129.2.1,2017-12-01 20:35:25.025000,GET,/,HTTP/1.1,302
10.131.0.1,2017-12-01 20:35:25.050000,GET,/login.php,HTTP/1.1,200
10.129.2.1,2017-12-01 20:35:28.025000,GET,/,HTTP/1.1,302
10.129.2.1,2017-12-01 20:35:28.050000,GET,/login.php,HTTP/1.1,200
10.129.2.1,2017-12-01 22:08:37.025000,GET,/pcompile.php,HTTP/1.1,200
10.131.0.1,2017-12-01 22:08:38.025000,GET,/pcompile.php,HTTP/1.0,200
10.129.2.1,2017-12-01 22:08:38.050000,GET,/favicon.ico,HTTP/1.1,404
10.129.2.1,2017-12-01 22:08:46.025000,GET,/,HTTP/1.1,302
10.131.2.1,2017-12-01 22:08:47.025000,GET,/login.php,HTTP/1.1,200
10.131.2.1,2017-12-01 22:08:47.050000,GET,/css/bootstrap.min.css,HTTP/1.1,200
10.129.2.1,2017-12-01 22:08:47.075000,GET,/css/font-awesome.min.css,HTTP/1.1,200
10.131.0.1,2017-12-01 22:08:47.100000,GET,/css/normalize.css,HTTP/1.1,200
10.131.2.1,2017-12-01 22:08:48.025000,GET,/css/main.css,HTTP/1.1,200
10.128.2.1,2017-12-01 22:08:48.050000,GET,/css/style.css,HTTP/1.1,200
10.131.0.1,2017-12-01 22:08:48.075000,GET,/js/vendor/modernizr-2.8.3.min.js,HTTP/1.1,200
10.131.2.1,2017-12-01 22:08:48.100000,GET,/js/vendor/jquery-1.12.0.min.js,HTTP/1.1,200
10.128.2.1,2017-12-01 22:08:48.125000,GET,/bootstrap-3.3.7/js/bootstrap.min.js,HTTP/1.1,200
10.131.2.1,2017-12-01 22:08:50.025000,GET,/img/ruet.png,HTTP/1.1,200
10.131.2.1,2017-12-01 22:09:05.025000,POST,/process.php,HTTP/1.1,302
10.129.2.1,2017-12-01 22:09:05.050000,GET,/process.php,HTTP/1.0,302
10.128.2.1,2017-12-01 22:09:05.075000,GET,/home.php,HTTP/1.1,200
10.128.2.1,2017-12-01 22:09:06.025000,GET,/bootstrap-3.3.7/js/bootstrap.js,HTTP/1.1,200
10.131.2.1,2017-12-01 22:09:06.050000,GET,/js/vendor/moment.min.js,HTTP/1.1,200
10.128.2.1,2017-12-01 22:13:32.025000,POST,/compile.php,HTTP/1.1,200
10.128.2.1,2017-12-01 22:13:52.025000,GET,/home.php,HTTP/1.1,200
10.131.0.1,2017-12-01 22:19:11.025000,POST,/compile.php,HTTP/1.1,200
10.131.2.1,2017-12-01 22:21:14.025000,GET,/home.php,HTTP/1.1,200
10.129.2.1,2017-12-01 22:21:50.025000,POST,/compile.php,HTTP/1.1,200
10.129.2.1,2017-12-01 22:21:59.025000,GET,/home.php,HTTP/1.1,200
10.130.2.1,2017-12-01 22:22:15.025000,POST,/compile.php,HTTP/1.1,200
10.130.2.1,2017-12-01 22:22:22.025000,GET,/home.php,HTTP/1.1,200
10.129.2.1,2017-12-01 22:23:00.025000,POST,/compile.php,HTTP/1.1,200
10.129.2.1,2017-12-01 22:23:16.025000,GET,/home.php,HTTP/1.1,200
10.129.2.1,2017-12-01 22:23:37.025000,POST,/compile.php,HTTP/1.1,200
10.131.0.1,2017-12-01 23:03:16.025000,GET,/robots.txt,HTTP/1.1,404
10.131.0.1,2017-12-01 23:03:16.050000,GET,/favicon.ico,HTTP/1.1,404
10.131.0.1,2017-12-02 02:25:53.025000,GET,/,HTTP/1.1,302
10.131.2.1,2017-12-02 02:25:53.050000,GET,/login.php,HTTP/1.1,200
10.128.2.1,2017-12-02 02:50:50.025000,GET,/,HTTP/1.1,302
10.129.2.1,2017-12-02 02:51:00.025000,GET,/login.php,HTTP/1.1,200
10.129.2.1,2017-12-02 04:47:43.025000,GET,/,HTTP/1.1,302
10.129.2.1,2017-12-02 04:47:43.050000,GET,/login.php,HTTP/1.1,200
10.130.2.1,2017-12-02 04:59:19.025000,GET,/,HTTP/1.1,302
10.130.2.1,2017-12-02 04:59:20.025000,GET,/login.php,HTTP/1.1,200
10.128.2.1,2017-12-02 06:31:26.025000,GET,/,HTTP/1.1,302
10.129.2.1,2017-12-02 06:31:26.050000,GET,/login.php,HTTP/1.1,200
10.129.2.1,2017-12-02 07:15:52.025000,GET,/,HTTP/1.1,302
10.130.2.1,2017-12-02 07:15:53.025000,GET,/login.php,HTTP/1.1,200
10.128.2.1,2017-12-02 07:58:35.025000,GET,/,HTTP/1.1,302
10.128.2.1,2017-12-02 07:58:35.050000,GET,/login.php,HTTP/1.1,200
10.130.2.1,2017-12-02 08:16:23.025000,GET,/,HTTP/1.1,302
10.128.2.1,2017-12-02 08:16:24.025000,GET,/login.php,HTTP/1.1,200
10.128.2.1,2017-12-02 08:16:24.050000,GET,/css/bootstrap.min.css,HTTP/1.1,200
10.130.2.1,2017-12-02 08:16:24.075000,GET,/css/font-awesome.min.css,HTTP/1.1,200
10.131.0.1,2017-12-02 08:16:24.100000,GET,/css/normalize.css,HTTP/1.1,200
10.130.2.1,2017-12-02 08:16:25.025000,GET,/css/style.css,HTTP/1.1,200
10.128.2.1,2017-12-02 08:16:25.050000,GET,/js/vendor/modernizr-2.8.3.min.js,HTTP/1.1,200
10.131.0.1,2017-12-02 08:16:25.075000,GET,/js/vendor/jquery-1.12.0.min.js,HTTP/1.1,200
10.130.2.1,2017-12-02 08:16:28.025000,GET,/bootstrap-3.3.7/js/bootstrap.min.js,HTTP/1.1,200
10.129.2.1,2017-12-02 08:17:26.025000,GET,/css/main.css,HTTP/1.1,200
10.131.2.1,2017-12-02 08:17:29.025000,GET,/fonts/fontawesome-webfont.woff2?v=4.6.3,HTTP/1.1,200
10.131.2.1,2017-12-02 08:53:11.025000,GET,/,HTTP/1.1,302
10.131.2.1,2017-12-02 08:53:11.050000,GET,/login.php,HTTP/1.1,200
10.129.2.1,2017-12-02 11:01:43.025000,GET,/,HTTP/1.1,302
10.129.2.1,2017-12-02 11:01:43.050000,GET,/login.php,HTTP/1.1,200
10.128.2.1,2017-12-02 11:49:15.025000,GET,/robots.txt,HTTP/1.1,404
10.130.2.1,2017-12-02 11:49:16.025000,GET,/login.php,HTTP/1.1,200
10.131.2.1,2017-12-02 12:03:14.025000,GET,/,HTTP/1.1,302
10.130.2.1,2017-12-02 12:03:15.025000,GET,/login.php,HTTP/1.1,200
10.131.2.1,2017-12-02 12:10:57.025000,POST,/process.php,HTTP/1.1,302
10.131.0.1,2017-12-02 12:10:57.050000,GET,/home.php,HTTP/1.1,200
10.131.0.1,2017-12-02 12:10:58.025000,GET,/bootstrap-3.3.7/js/bootstrap.js,HTTP/1.1,304
10.131.0.1,2017-12-02 12:11:02.025000,GET,/archive.php,HTTP/1.1,200
10.131.0.1,2017-12-02 12:11:05.025000,GET,/allsubmission.php,HTTP/1.1,200
10.131.0.1,2017-12-02 12:11:33.025000,GET,/home.php,HTTP/1.1,200
10.131.2.1,2017-12-02 13:26:25.025000,GET,/,HTTP/1.1,302
10.131.2.1,2017-12-02 13:26:25.050000,GET,/login.php,HTTP/1.1,200
10.130.2.1,2017-12-02 13:26:25.075000,GET,/css/font-awesome.min.css,HTTP/1.1,200
10.131.2.1,2017-12-02 13:26:25.100000,GET,/css/bootstrap.min.css,HTTP/1.1,200
10.131.2.1,2017-12-02 13:26:25.125000,GET,/css/style.css,HTTP/1.1,200
10.130.2.1,2017-12-02 13:26:25.150000,GET,/css/main.css,HTTP/1.1,200
10.128.2.1,2017-12-02 13:26:25.175000,GET,/js/vendor/modernizr-2.8.3.min.js,HTTP/1.1,200
10.129.2.1,2017-12-02 13:26:25.200000,GET,/css/normalize.css,HTTP/1.1,200
10.131.2.1,2017-12-02 13:26:26.025000,GET,/js/vendor/jquery-1.12.0.min.js,HTTP/1.1,200
10.130.2.1,2017-12-02 13:26:26.050000,GET,/bootstrap-3.3.7/js/bootstrap.min.js,HTTP/1.1,200
10.131.2.1,2017-12-02 13:26:27.025000,GET,/fonts/fontawesome-webfont.woff2?v=4.6.3,HTTP/1.1,200
10.131.0.1,2017-12-02 13:27:29.025000,GET,/sign.php,HTTP/1.1,200
10.131.0.1,2017-12-02 13:27:45.025000,POST,/action.php,HTTP/1.1,302
10.131.0.1,2017-12-02 13:27:47.025000,GET,/login.php,HTTP/1.1,200
10.130.2.1,2017-12-02 13:28:39.025000,POST,/process.php,HTTP/1.1,302
10.130.2.1,2017-12-02 13:28:39.050000,GET,/home.php,HTTP/1.1,200
10.131.2.1,2017-12-02 13:28:40.025000,GET,/js/vendor/moment.min.js,HTTP/1.1,200
10.130.2.1,2017-12-02 13:28:40.050000,GET,/bootstrap-3.3.7/js/bootstrap.js,HTTP/1.1,200
10.130.2.1,2017-12-02 13:28:51.025000,GET,/contest.php,HTTP/1.1,200
10.130.2.1,2017-12-02 13:28:58.025000,GET,/contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest,HTTP/1.1,200
10.130.2.1,2017-12-02 15:27:03.025000,GET,/login.php,HTTP/1.1,200
10.130.2.1,2017-12-02 15:27:04.025000,GET,/css/main.css,HTTP/1.1,304
10.131.2.1,2017-12-02 15:27:04.050000,GET,/css/bootstrap.min.css,HTTP/1.1,304
10.130.2.1,2017-12-02 15:27:04.075000,GET,/css/normalize.css,HTTP/1.1,304
10.128.2.1,2017-12-02 15:27:04.100000,GET,/css/font-awesome.min.css,HTTP/1.1,304
10.130.2.1,2017-12-02 15:27:04.125000,GET,/css/style.css,HTTP/1.1,304
10.131.2.1,2017-12-02 15:27:04.150000,GET,/js/vendor/modernizr-2.8.3.min.js,HTTP/1.1,304
10.131.0.1,2017-12-02 15:27:04.175000,GET,/bootstrap-3.3.7/js/bootstrap.min.js,HTTP/1.1,304
10.131.2.1,2017-12-02 15:27:04.200000,GET,/js/vendor/jquery-1.12.0.min.js,HTTP/1.1,304
10.128.2.1,2017-12-02 15:45:05.025000,GET,/robots.txt,HTTP/1.1,404
10.128.2.1,2017-12-02 15:45:05.050000,GET,/,HTTP/1.1,302
10.131.0.1,2017-12-02 15:45:05.075000,GET,/login.php,HTTP/1.1,200
10.131.2.1,2017-12-02 16:44:38.025000,GET,/home.php,HTTP/1.1,302
10.128.2.1,2017-12-02 16:44:39.025000,GET,/login.php,HTTP/1.1,200
10.128.2.1,2017-12-02 16:44:39.050000,GET,/css/bootstrap.min.css,HTTP/1.1,200
10.131.2.1,2017-12-02 16:44:39.075000,GET,/css/font-awesome.min.css,HTTP/1.1,200
10.131.0.1,2017-12-02 16:44:39.100000,GET,/css/normalize.css,HTTP/1.1,200
10.131.0.1,2017-12-02 16:44:40.025000,GET,/css/main.css,HTTP/1.1,200
10.131.2.1,2017-12-02 16:44:40.050000,GET,/css/style.css,HTTP/1.1,200
10.131.0.1,2017-12-02 16:44:40.075000,GET,/js/vendor/modernizr-2.8.3.min.js,HTTP/1.1,200
10.131.0.1,2017-12-02 16:44:40.100000,GET,/js/vendor/jquery-1.12.0.min.js,HTTP/1.1,200
10.131.2.1,2017-12-02 16:44:40.125000,GET,/bootstrap-3.3.7/js/bootstrap.min.js,HTTP/1.1,200
10.131.0.1,2017-12-02 16:44:42.025000,GET,/fonts/fontawesome-webfont.woff2?v=4.6.3,HTTP/1.1,200
10.131.0.1,2017-12-02 16:44:43.025000,GET,/img/ruet.png,HTTP/1.1,200
10.131.0.1,2017-12-02 16:44:51.025000,GET,/home.php,HTTP/1.1,302
10.128.2.1,2017-12-02 16:44:52.025000,GET,/login.php,HTTP/1.1,200
10.128.2.1,2017-12-02 16:44:57.025000,GET,/home.php,HTTP/1.1,302
10.128.2.1,2017-12-02 16:44:58.025000,GET,/login.php,HTTP/1.1,200
10.128.2.1,2017-12-02 16:45:13.025000,GET,/login.php,HTTP/1.1,200
10.128.2.1,2017-12-02 16:45:22.025000,GET,/login.php,HTTP/1.1,200
10.131.0.1,2017-12-02 16:45:24.025000,GET,/login.php,HTTP/1.1,200
10.131.0.1,2017-12-02 16:45:26.025000,GET,/login.php,HTTP/1.1,200
10.131.0.1,2017-12-02 16:45:32.025000,GET,/login.php,HTTP/1.1,200
10.131.0.1,2017-12-02 16:45:33.025000,GET,/sign.php,HTTP/1.1,200
10.131.0.1,2017-12-02 16:45:57.025000,POST,/action.php,HTTP/1.1,302
10.131.0.1,2017-12-02 16:46:00.025000,GET,/login.php,HTTP/1.1,200
10.131.0.1,2017-12-02 16:46:10.025000,POST,/process.php,HTTP/1.1,302
10.131.0.1,2017-12-02 16:46:11.025000,GET,/home.php,HTTP/1.1,200
10.131.0.1,2017-12-02 16:46:11.050000,GET,/bootstrap-3.3.7/js/bootstrap.js,HTTP/1.1,200
10.131.2.1,2017-12-02 16:46:12.025000,GET,/js/vendor/moment.min.js,HTTP/1.1,200
10.131.2.1,2017-12-02 16:46:21.025000,GET,/home.php,HTTP/1.1,200
10.131.2.1,2017-12-02 16:46:24.025000,GET,/home.php,HTTP/1.1,200
10.131.2.1,2017-12-02 16:46:26.025000,GET,/compiler.php,HTTP/1.1,200
10.131.2.1,2017-12-02 16:46:30.025000,GET,/contest.php,HTTP/1.1,200
10.131.2.1,2017-12-02 16:46:44.025000,GET,/contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest,HTTP/1.1,200
10.131.2.1,2017-12-02 16:46:59.025000,GET,/archive.php,HTTP/1.1,200
10.131.2.1,2017-12-02 16:47:09.025000,GET,/description.php?id=72,HTTP/1.1,200
10.130.2.1,2017-12-02 16:47:17.025000,GET,/allsubmission.php,HTTP/1.1,200
10.130.2.1,2017-12-02 16:47:29.025000,GET,/profile.php?user=wbreturn,HTTP/1.1,200
10.130.2.1,2017-12-02 16:47:29.050000,GET,/js/jquery.min.js,HTTP/1.1,200
10.129.2.1,2017-12-02 16:47:29.075000,GET,/js/chart.min.js,HTTP/1.1,200
10.129.2.1,2017-12-02 16:47:46.025000,GET,/logout.php,HTTP/1.1,302
10.129.2.1,2017-12-02 16:47:47.025000,GET,/login.php,HTTP/1.1,200
10.129.2.1,2017-12-02 16:49:19.025000,GET,/,HTTP/1.1,302
10.131.2.1,2017-12-02 16:49:19.050000,GET,/login.php,HTTP/1.1,200
10.131.2.1,2017-12-02 18:35:45.025000,GET,/,HTTP/1.1,200
10.131.2.1,2017-12-02 18:35:48.025000,GET,/fonts/fontawesome-webfont.woff2?v=4.6.3,HTTP/1.1,304
10.130.2.1,2017-12-02 18:36:09.025000,POST,/compile.php,HTTP/1.1,200
10.129.2.1,2017-12-02 18:46:12.025000,GET,/,HTTP/1.1,302
10.129.2.1,2017-12-02 18:46:12.050000,GET,/login.php,HTTP/1.1,200
10.131.2.1,2017-12-02 19:18:21.025000,GET,/,HTTP/1.1,302
10.128.2.1,2017-12-02 19:18:21.050000,GET,/login.php,HTTP/1.1,200
10.131.2.1,2017-12-02 19:18:22.025000,GET,/css/bootstrap.min.css,HTTP/1.1,200
10.128.2.1,2017-12-02 19:18:22.050000,GET,/css/font-awesome.min.css,HTTP/1.1,200
10.130.2.1,2017-12-02 19:18:22.075000,GET,/css/normalize.css,HTTP/1.1,200
10.131.0.1,2017-12-02 19:18:23.025000,GET,/css/main.css,HTTP/1.1,200
10.129.2.1,2017-12-02 19:18:24.025000,GET,/css/style.css,HTTP/1.1,200
10.129.2.1,2017-12-02 19:18:24.050000,GET,/js/vendor/modernizr-2.8.3.min.js,HTTP/1.1,200
10.130.2.1,2017-12-02 19:18:25.025000,GET,/js/vendor/jquery-1.12.0.min.js,HTTP/1.1,200
10.131.0.1,2017-12-02 19:18:25.050000,GET,/bootstrap-3.3.7/js/bootstrap.min.js,HTTP/1.1,200
10.130.2.1,2017-12-02 19:18:38.025000,GET,/img/ruet.png,HTTP/1.1,200
10.131.0.1,2017-12-02 19:28:56.025000,POST,/process.php,HTTP/1.1,302
10.131.0.1,2017-12-02 19:28:57.025000,GET,/home.php,HTTP/1.1,200
10.131.0.1,2017-12-02 19:28:58.025000,GET,/bootstrap-3.3.7/js/bootstrap.js,HTTP/1.1,200
10.130.2.1,2017-12-02 19:28:58.050000,GET,/js/vendor/moment.min.js,HTTP/1.1,200
10.130.2.1,2017-12-02 19:29:04.025000,GET,/contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest,HTTP/1.1,200
10.128.2.1,2017-12-02 19:29:39.025000,GET,/contestsubmission.php?id=16,HTTP/1.1,200
10.128.2.1,2017-12-02 19:29:45.025000,GET,/profile.php?user=FFIsty_1603011,HTTP/1.1,200
10.128.2.1,2017-12-02 19:29:46.025000,GET,/js/jquery.min.js,HTTP/1.1,200
10.131.0.1,2017-12-02 19:29:46.050000,GET,/js/chart.min.js,HTTP/1.1,200
10.130.2.1,2017-12-02 19:31:06.025000,GET,/contestsubmission.php?id=16,HTTP/1.1,200
10.130.2.1,2017-12-02 19:31:16.025000,GET,/contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest,HTTP/1.1,200
10.130.2.1,2017-12-02 19:31:25.025000,GET,/standings.php?id=16,HTTP/1.1,200
10.130.2.1,2017-12-02 19:31:37.025000,GET,/contestsubmission.php?id=16&show=samin_1610002,HTTP/1.1,200
10.129.2.1,2017-12-02 19:32:10.025000,GET,/standings.php?id=16,HTTP/1.1,200
10.129.2.1,2017-12-02 20:16:12.025000,GET,/robots.txt,HTTP/1.1,404
10.131.2.1,2017-12-02 20:16:37.025000,GET,/,HTTP/1.1,302
10.131.2.1,2017-12-02 20:16:38.025000,GET,/login.php,HTTP/1.1,200
10.128.2.1,2017-12-02 21:19:11.025000,GET,/,HTTP/1.1,302
10.130.2.1,2017-12-02 21:19:11.050000,GET,/login.php,HTTP/1.1,200
10.131.2.1,2017-12-02 21:59:04.025000,GET,/,HTTP/1.1,302
10.130.2.1,2017-12-02 21:59:05.025000,GET,/login.php,HTTP/1.1,200
10.131.2.1,2017-12-02 21:59:05.050000,GET,/css/font-awesome.min.css,HTTP/1.1,200
10.130.2.1,2017-12-02 21:59:05.075000,GET,/css/bootstrap.min.css,HTTP/1.1,200
10.129.2.1,2017-12-02 21:59:06.025000,GET,/css/normalize.css,HTTP/1.1,200
10.128.2.1,2017-12-02 21:59:06.050000,GET,/css/main.css,HTTP/1.1,200
10.130.2.1,2017-12-02 21:59:06.075000,GET,/css/style.css,HTTP/1.1,200
10.131.0.1,2017-12-02 21:59:06.100000,GET,/js/vendor/modernizr-2.8.3.min.js,HTTP/1.1,200
10.131.2.1,2017-12-02 21:59:06.125000,GET,/js/vendor/jquery-1.12.0.min.js,HTTP/1.1,200
10.130.2.1,2017-12-02 21:59:06.150000,GET,/bootstrap-3.3.7/js/bootstrap.min.js,HTTP/1.1,200
10.130.2.1,2017-12-02 21:59:07.025000,GET,/img/ruet.png,HTTP/1.1,200
10.130.2.1,2017-12-02 21:59:23.025000,POST,/process.php,HTTP/1.1,302
10.130.2.1,2017-12-02 21:59:23.050000,GET,/home.php,HTTP/1.1,200
10.130.2.1,2017-12-02 21:59:24.025000,GET,/bootstrap-3.3.7/js/bootstrap.js,HTTP/1.1,200
10.130.2.1,2017-12-02 21:59:24.050000,GET,/js/vendor/moment.min.js,HTTP/1.1,200
10.130.2.1,2017-12-02 21:59:29.025000,GET,/fonts/fontawesome-webfont.woff2?v=4.6.3,HTTP/1.1,200
10.131.0.1,2017-12-02 21:59:29.050000,GET,/fonts/fontawesome-webfont.woff2,HTTP/1.0,200
10.130.2.1,2017-12-02 21:59:32.025000,GET,/archive.php,HTTP/1.1,200
10.130.2.1,2017-12-02 22:36:20.025000,GET,/archive.php,HTTP/1.1,200
10.131.0.1,2017-12-03 02:28:17.025000,GET,/,HTTP/1.1,302
10.131.2.1,2017-12-03 02:28:17.050000,GET,/login.php,HTTP/1.1,200
10.131.0.1,2017-12-03 03:28:54.025000,GET,/img/ruet.png,HTTP/1.1,200
10.129.2.1,2017-12-03 05:58:35.025000,GET,/robots.txt,HTTP/1.1,404
10.129.2.1,2017-12-03 05:58:36.025000,GET,/,HTTP/1.1,302
10.130.2.1,2017-12-03 05:58:36.050000,GET,/login.php,HTTP/1.1,200
10.130.2.1,2017-12-03 08:02:32.025000,GET,/,HTTP/1.1,302
10.131.0.1,2017-12-03 08:02:33.025000,GET,/login.php,HTTP/1.1,200
10.131.0.1,2017-12-03 08:02:39.025000,GET,/sign.php,HTTP/1.1,200
10.131.2.1,2017-12-03 10:19:09.025000,GET,/,HTTP/1.1,302
10.131.2.1,2017-12-03 10:19:09.050000,GET,/login.php,HTTP/1.1,200
10.131.2.1,2017-12-03 10:19:10.025000,GET,/css/bootstrap.min.css,HTTP/1.1,200
10.128.2.1,2017-12-03 10:19:10.050000,GET,/css/font-awesome.min.css,HTTP/1.1,200
10.131.0.1,2017-12-03 10:19:10.075000,GET,/css/normalize.css,HTTP/1.1,200
10.129.2.1,2017-12-03 10:19:10.100000,GET,/css/main.css,HTTP/1.1,200
10.130.2.1,2017-12-03 10:19:10.125000,GET,/js/vendor/modernizr-2.8.3.min.js,HTTP/1.1,200
10.129.2.1,2017-12-03 10:19:10.150000,GET,/css/style.css,HTTP/1.1,200
10.129.2.1,2017-12-03 10:19:10.175000,GET,/js/vendor/jquery-1.12.0.min.js,HTTP/1.1,200
10.129.2.1,2017-12-03 10:19:10.200000,GET,/bootstrap-3.3.7/js/bootstrap.min.js,HTTP/1.1,200
10.129.2.1,2017-12-03 10:19:20.025000,GET,/fonts/fontawesome-webfont.woff2?v=4.6.3,HTTP/1.1,200
10.129.2.1,2017-12-03 10:19:29.025000,GET,/img/ruet.png,HTTP/1.1,200
10.131.2.1,2017-12-03 10:19:39.025000,POST,/process.php,HTTP/1.1,302
10.131.2.1,2017-12-03 10:19:39.050000,GET,/home.php,HTTP/1.1,200
10.130.2.1,2017-12-03 10:19:39.075000,GET,/js/vendor/moment.min.js,HTTP/1.1,200
10.129.2.1,2017-12-03 10:19:39.100000,GET,/bootstrap-3.3.7/js/bootstrap.js,HTTP/1.1,200
10.129.2.1,2017-12-03 10:19:49.025000,GET,/img/ruet.png,HTTP/1.1,206
10.129.2.1,2017-12-03 10:19:50.025000,GET,/img/ruet.png,HTTP/1.1,206
10.129.2.1,2017-12-03 10:19:55.025000,GET,/contest.php,HTTP/1.1,200
10.129.2.1,2017-12-03 10:20:03.025000,GET,/contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest,HTTP/1.1,200
10.128.2.1,2017-12-03 10:20:38.025000,GET,/standings.php?id=16,HTTP/1.1,200
10.130.2.1,2017-12-03 10:20:51.025000,GET,/robots.txt,HTTP/1.1,404
10.128.2.1,2017-12-03 10:20:56.025000,GET,/contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest,HTTP/1.1,200
10.128.2.1,2017-12-03 10:21:00.025000,GET,/details.php?id=44,HTTP/1.1,200
10.131.0.1,2017-12-03 14:05:11.025000,GET,/,HTTP/1.1,302
10.131.0.1,2017-12-03 14:05:11.050000,GET,/login.php,HTTP/1.1,200
10.131.0.1,2017-12-03 14:27:24.025000,GET,/details.php?id=44,HTTP/1.1,200
10.131.0.1,2017-12-03 14:27:25.025000,GET,/fonts/fontawesome-webfont.woff2?v=4.6.3,HTTP/1.1,200
10.129.2.1,2017-12-03 14:31:15.025000,GET,/home.php,HTTP/1.1,302
10.130.2.1,2017-12-03 14:33:27.025000,GET,/login.php,HTTP/1.1,200
10.130.2.1,2017-12-03 14:33:30.025000,GET,/css/bootstrap.min.css,HTTP/1.1,200
10.131.2.1,2017-12-03 14:33:30.050000,GET,/css/font-awesome.min.css,HTTP/1.1,200
10.130.2.1,2017-12-03 14:33:31.025000,GET,/js/vendor/modernizr-2.8.3.min.js,HTTP/1.1,200
10.131.2.1,2017-12-03 14:33:31.050000,GET,/css/normalize.css,HTTP/1.1,200
10.130.2.1,2017-12-03 14:33:32.025000,GET,/css/main.css,HTTP/1.1,200
10.129.2.1,2017-12-03 14:33:32.050000,GET,/css/style.css,HTTP/1.1,200
10.130.2.1,2017-12-03 14:33:35.025000,GET,/js/vendor/jquery-1.12.0.min.js,HTTP/1.1,200
10.131.2.1,2017-12-03 14:33:36.025000,GET,/bootstrap-3.3.7/js/bootstrap.min.js,HTTP/1.1,200
10.128.2.1,2017-12-03 14:39:20.025000,GET,/login.php,HTTP/1.1,200
